"region","assessid","stockid","mgmt","assessor","years","start_year","report_year","assesssource","method","methodshort","methodlong","country","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes","OFL_pdf","if_diff_5yrs","interval","check_ty_correct"
"US Alaska","AFSC-DSOLEGA-1978-2009-STACHURA","DSOLEGA","NMFS","AFSC","1978-2009",1978,2009,"https://apps-afsc.fisheries.noaa.gov/refm/docs/2009/GOAdeepflat.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Gulf of Alaska","USA-NMFS-GA","Dover sole Gulf of Alaska","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus pacificus","Microstomus pacificus","Dover sole",0,"Current","USA",67,"NULL","0.085","NULL","",NA,NA,1984,2009,1984,2009,1978,2009,2009,2,2009,2008,"AFSC-DSOLEGA-1978-2009-STACHURA_2009","AFSC-DSOLEGA-1978-2009-STACHURA_2008",90000,89000,"TBbest-MT","MT",90000,89000,90000,89000,NA,NA,32000,32000,NA,NA,0.00509,0.0063,"ERbest-ratio","ratio",0.00509,0.0063,0.00509,0.0063,0.0072,0.0109,NA,NA,NA,NA,0.149,NA,NA,NA,NA,NA,NA,NA,12468,NA,NA,NA,"7,436","N",5,"Y"
"US Alaska","AFSC-DSOLEGA-1978-2015-SISIMP2016","DSOLEGA","NMFS","AFSC","1978-2015",1978,2015,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/GOAdeepflat.pdf","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","USA","Gulf of Alaska","USA-NMFS-GA","Dover sole Gulf of Alaska","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus pacificus","Microstomus pacificus","Dover sole",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.085",NA,NA,NA,NA,1978,2015,1978,2015,1978,2014,2014,1,2009,2008,"AFSC-DSOLEGA-1978-2015-SISIMP2016_2009","AFSC-DSOLEGA-1978-2015-SISIMP2016_2008",126000,126000,"TBbest-MT","MT",126000,126000,126000,126000,NA,NA,45500,45100,NA,NA,0.00372222222222222,0.00450793650793651,"ERbest-ratio","ratio",0.00372222222222222,0.00450793650793651,NA,NA,0.005,0.00614,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,19855,"B35%",NA,NA,"","N",5,"Y"
"US Alaska","AFSC-DUSROCKGA-1973-2010-STACHURA","DUSROCKGA","NMFS","AFSC","1973-2010",1973,2010,"https://apps-afsc.fisheries.noaa.gov/refm/docs/2009/GOApelshelf.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Gulf of Alaska","USA-NMFS-GA","Dusky rockfish Gulf of Alaska","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes variabilis","Sebastes variabilis","Dusky rockfish",0,"Current","USA",67,"NULL","0.07","NULL","",NA,NA,1977,2009,1977,2009,1977,2010,2009,2,2009,2008,"AFSC-DUSROCKGA-1973-2010-STACHURA_2009","AFSC-DUSROCKGA-1973-2010-STACHURA_2008",71100,75200,"TBbest-MT","MT",71100,75200,71100,75200,NA,NA,26700,26900,NA,NA,0.0429,0.0481,"ERbest-ratio","ratio",0.0429,0.0481,0.0429,0.0481,0.0475,0.0592,NA,NA,NA,NA,0.106,"maxFABC (maximum allowable = 0.75 x FOFL); Specified/recommended FABC",NA,NA,NA,NA,NA,NA,16764,NA,NA,NA,"","N",5,"Y"
"US Alaska","AFSC-DUSROCKGA-1977-2015-SISIMP2016","DUSROCKGA","NMFS","AFSC","1977-2015",1977,2015,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/GOAdusky.pdf","Statistical catch at age model","Unknown","an AD-Model builder statistical Catch at Age Model","USA","Gulf of Alaska","USA-NMFS-GA","Dusky rockfish Gulf of Alaska","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes variabilis","Sebastes variabilis","Dusky rockfish",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.07",NA,NA,NA,NA,1977,2015,1977,2015,1977,2014,2014,1,2009,2008,"AFSC-DUSROCKGA-1977-2015-SISIMP2016_2009","AFSC-DUSROCKGA-1977-2015-SISIMP2016_2008",88500,91700,"TBbest-MT","MT",88500,91700,88500,91700,NA,NA,33400,33000,NA,NA,0.0345762711864407,0.0393675027262814,"ERbest-ratio","ratio",0.0345762711864407,0.0393675027262814,NA,NA,0.0477,0.0578,NA,NA,NA,NA,0.121,NA,NA,NA,NA,NA,NA,NA,17244,"B35%",NA,NA,"","N",5,"Y"
"US Alaska","AFSC-FLSOLEBSAI-1974-2010-STACHURA","FLSOLEBSAI","NMFS","AFSC","1974-2010",1974,2010,"https://apps-afsc.fisheries.noaa.gov/REFM/docs/2010/BSAIflathead.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Flathead sole Bering Sea and Aleutian Islands","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon","Hippoglossoides elassodon","Flathead sole",0,"Current","USA",67,"","0.2","NULL","",NA,NA,1977,2010,1977,2010,1977,2010,2010,2,2010,2009,"AFSC-FLSOLEBSAI-1974-2010-STACHURA_2010","AFSC-FLSOLEBSAI-1974-2010-STACHURA_2009",772000,782000,"TBbest-MT","MT",772000,782000,772000,782000,NA,NA,240000,240000,NA,NA,0.0239637305699482,0.0249360613810742,"ERbest-ratio","ratio",0.0239637305699482,0.0249360613810742,NA,NA,0.0569,0.0578,NA,NA,NA,NA,0.342,NA,NA,NA,NA,NA,NA,NA,117609,NA,NA,NA,"","N",4,"Y"
"US Alaska","AFSC-FLSOLEBSAI-1977-2015-SISIMP2016","FLSOLEBSAI","NMFS","AFSC","1977-2015",1977,2015,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/BSAIflathead.pdf","Stock Synthesis v3.0 model","Unknown","Stock Synthesis v3.0 model","USA","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Flathead sole Bering Sea and Aleutian Islands","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon","Hippoglossoides elassodon","Flathead sole",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.2",NA,NA,NA,NA,1977,2015,1977,2015,1977,2014,2014,1,2010,2009,"AFSC-FLSOLEBSAI-1977-2015-SISIMP2016_2010","AFSC-FLSOLEBSAI-1977-2015-SISIMP2016_2009",776000,795000,"TBbest-MT","MT",776000,795000,776000,795000,NA,NA,235000,234000,NA,NA,0.0259020618556701,0.0245283018867925,"ERbest-ratio","ratio",0.0259020618556701,0.0245283018867925,NA,NA,0.061,0.0598,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,111722,"B35%",NA,NA,"","N",4,"Y"
"US Alaska","AFSC-FLSOLEGA-1978-2010-STACHURA","FLSOLEGA","NMFS","AFSC","1978-2010",1978,2010,"http://apps-afsc.fisheries.noaa.gov/REFM/docs/2010/GOAflathead.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Gulf of Alaska","USA-NMFS-GA","Flathead sole Gulf of Alaska","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon","Hippoglossoides elassodon","Flathead sole",0,"Current","USA",67,"","0.2","NULL","",NA,NA,1984,2010,1984,2010,1978,2010,2010,2,2010,2009,"AFSC-FLSOLEGA-1978-2010-STACHURA_2010","AFSC-FLSOLEGA-1978-2010-STACHURA_2009",329000,324000,"TBbest-MT","MT",329000,324000,329000,324000,NA,NA,114000,110000,NA,NA,0.0115,0.0113,"ERbest-ratio","ratio",0.0115,0.0113,0.0115,0.0113,NA,0.0173,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,39159,NA,NA,NA,"59,213","N",4,"Y"
"US Alaska","AFSC-FLSOLEGA-1978-2015-SISIMP2016","FLSOLEGA","NMFS","AFSC","1978-2015",1978,2015,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2016/GOAflathead.pdf","Stock Synthesis v3.0 model","Unknown","Stock Synthesis v3.0 model","USA","Gulf of Alaska","USA-NMFS-GA","Flathead sole Gulf of Alaska","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon","Hippoglossoides elassodon","Flathead sole",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.2",NA,NA,NA,NA,1978,2015,1978,2015,1978,2014,2014,1,2010,2009,"AFSC-FLSOLEGA-1978-2015-SISIMP2016_2010","AFSC-FLSOLEGA-1978-2015-SISIMP2016_2009",235000,235000,"TBbest-MT","MT",235000,235000,235000,235000,NA,NA,78400,78000,NA,NA,0.0163404255319149,0.0155744680851064,"ERbest-ratio","ratio",0.0163404255319149,0.0155744680851064,NA,NA,0.0326,0.0313,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,32258,"B35%",NA,NA,"","N",4,"Y"
"US Alaska","AFSC-NROCKBSAI-1974-2011-STACHURA","NROCKBSAI","NMFS","AFSC","1974-2011",1974,2011,"https://apps-afsc.fisheries.noaa.gov/REFM/docs/2011/BSAInorthern.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Northern rockfish Bering Sea and Aleutian Islands","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes polyspinis","Sebastes polyspinis","Northern rockfish",0,"Current","USA",67,"NULL","0.0427","NULL","",NA,NA,1977,2011,1977,2010,1977,2009,2009,2,2009,2008,"AFSC-NROCKBSAI-1974-2011-STACHURA_2009","AFSC-NROCKBSAI-1974-2011-STACHURA_2008",202000,202000,"TBbest-MT","MT",202000,202000,202000,202000,NA,NA,70800,69300,NA,NA,0.0154,0.0163,"ERbest-ratio","ratio",0.0154,0.0163,0.0154,0.0163,0.0206,0.0222,NA,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA,44285,NA,NA,NA,"","N",5,"Y"
"US Alaska","AFSC-NROCKBSAI-1977-2015-SISIMP2016","NROCKBSAI","NMFS","AFSC","1977-2015",1977,2015,"","Statistical catch at age model","Unknown","an AD-Model builder statistical Catch at Age Model","USA","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Northern rockfish Bering Sea and Aleutian Islands","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes polyspinis","Sebastes polyspinis","Northern rockfish",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.049",NA,NA,NA,NA,1977,2015,1977,2014,1977,2014,2014,1,2009,2008,"AFSC-NROCKBSAI-1977-2015-SISIMP2016_2009","AFSC-NROCKBSAI-1977-2015-SISIMP2016_2008",236000,239000,"TBbest-MT","MT",236000,239000,236000,239000,NA,NA,106000,108000,NA,NA,0.0131779661016949,0.013765690376569,"ERbest-ratio","ratio",0.0131779661016949,0.013765690376569,NA,NA,0.0154,0.0162,NA,NA,NA,NA,0.087,NA,NA,NA,NA,NA,NA,NA,50547,"B35%",NA,NA,"","N",5,"Y"
"US Alaska","AFSC-NROCKGA-1959-2010-STACHURA","NROCKGA","NMFS","AFSC","1959-2010",1959,2010,"https://apps-afsc.fisheries.noaa.gov/refm/docs/2009/GOAnorthern.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Gulf of Alaska","USA-NMFS-GA","Northern rockfish Gulf of Alaska","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes polyspinis","Sebastes polyspinis","Northern rockfish",0,"Current","USA",67,"NULL","0.06","NULL","estimated; used a prior of 0.06 with CV of 5%",NA,NA,1961,2010,1961,2010,1961,2010,2010,2,2010,2009,"AFSC-NROCKGA-1959-2010-STACHURA_2010","AFSC-NROCKGA-1959-2010-STACHURA_2009",103000,107000,"TBbest-MT","MT",103000,107000,103000,107000,NA,NA,34800,36900,NA,NA,0.0346,0.0368,"ERbest-ratio","ratio",0.0346,0.0368,0.0346,0.0368,NA,0.0423,0.0944,"ERmsy-ratio",NA,NA,0.071,NA,NA,NA,NA,NA,64270.0285,"TBmsy-calc-MT",21479,NA,NA,NA,"","N",4,"Y"
"US Alaska","AFSC-NROCKGA-1961-2015-SISIMP2016","NROCKGA","NMFS","AFSC","1961-2015",1961,2015,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/GOAnork.pdf","Statistical catch at age model","Unknown","an AD-Model builder statistical Catch at Age Model","USA","Gulf of Alaska","USA-NMFS-GA","Northern rockfish Gulf of Alaska","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes polyspinis","Sebastes polyspinis","Northern rockfish",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.059",NA,NA,NA,NA,1961,2015,1961,2015,1961,2014,2014,1,2010,2009,"AFSC-NROCKGA-1961-2015-SISIMP2016_2010","AFSC-NROCKGA-1961-2015-SISIMP2016_2009",111000,118000,"TBbest-MT","MT",111000,118000,111000,118000,NA,NA,49400,50900,NA,NA,0.035045045045045,0.0333898305084746,"ERbest-ratio","ratio",0.035045045045045,0.0333898305084746,NA,NA,0.0378,0.0363,NA,NA,NA,NA,0.074,NA,NA,NA,NA,NA,NA,NA,24485,"B35%",NA,NA,"","N",4,"Y"
"US Alaska","AFSC-NRSOLEEBSAI-1975-2012-HIVELY","NRSOLEEBSAI","NMFS","AFSC","1975-2012",1975,2012,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2012/BSAIrocksole.pdf","Survey index","Survey indices","Temporal indices derived from scientific survey data (a separable catch-age analysis that uses survey estimates of biomass and age composition as auxiliary information)","USA","Eastern Bering Sea and Aleutian Islands","USA-NMFS-EBSAI","Northern rock sole Eastern Bering Sea and Aleutian Islands","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","Lepidopsetta polyxystra","Lepidopsetta polyxystra","Northern rock sole",0,"Current","USA",67,"NULL","0.15","NULL","",NA,NA,1975,2012,1975,2012,1977,2012,2012,2,2012,2011,"AFSC-NRSOLEEBSAI-1975-2012-HIVELY_2012","AFSC-NRSOLEEBSAI-1975-2012-HIVELY_2011",1630000,1650000,"TBbest-MT","MT",1630000,1650000,1630000,1650000,NA,NA,604000,564000,NA,NA,0.0456441717791411,0.0366060606060606,"ERbest-ratio","ratio",0.0456441717791411,0.0366060606060606,NA,NA,0.06,0.06,NA,NA,NA,NA,0.164,NA,NA,NA,NA,NA,NA,NA,259510,"",NA,NA,"","N",2,"Y"
"US Alaska","AFSC-NRSOLEEBSAI-1975-2015-SISIMP2016","NRSOLEEBSAI","NMFS","AFSC","1975-2015",1975,2015,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/BSAIrocksole.pdf","Survey index","Unknown","Temporal indices derived from scientific survey data (a separable catch-age analysis that uses survey estimates of biomass and age composition as auxiliary information)","USA","Eastern Bering Sea and Aleutian Islands","USA-NMFS-EBSAI","Northern rock sole Eastern Bering Sea and Aleutian Islands","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","Lepidopsetta polyxystra","Lepidopsetta polyxystra","Northern rock sole",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.15",NA,NA,NA,NA,1975,2015,1975,2015,1975,2014,2014,1,2012,2011,"AFSC-NRSOLEEBSAI-1975-2015-SISIMP2016_2012","AFSC-NRSOLEEBSAI-1975-2015-SISIMP2016_2011",1530000,1580000,"TBbest-MT","MT",1530000,1580000,1530000,1580000,NA,NA,588000,547000,NA,NA,0.0497385620915033,0.0382278481012658,"ERbest-ratio","ratio",0.0497385620915033,0.0382278481012658,NA,NA,0.0685,0.0594,NA,NA,NA,NA,0.151,NA,NA,NA,NA,NA,NA,NA,265000,"BMSY",NA,NA,"","N",2,"Y"
"US Alaska","AFSC-PERCHEBSAI-1960-2011-STACHURA","PERCHEBSAI","NMFS","AFSC","1960-2011",1960,2011,"https://apps-afsc.fisheries.noaa.gov/REFM/docs/2011/BSAIpop.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Eastern Bering Sea and Aleutian Islands","USA-NMFS-EBSAI","Pacific ocean perch Eastern Bering Sea and Aleutian Islands","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes alutus","Sebastes alutus","Pacific ocean perch",0,"Current","USA",67,"","0.062","NULL","",NA,NA,1977,2011,1960,2010,1977,2009,2009,2,2009,2008,"AFSC-PERCHEBSAI-1960-2011-STACHURA_2009","AFSC-PERCHEBSAI-1960-2011-STACHURA_2008",613000,618000,"TBbest-MT","MT",613000,618000,613000,618000,NA,NA,227000,223000,NA,NA,0.0251,0.0282,"ERbest-ratio","ratio",0.0251,0.0282,0.0251,0.0282,0.0289,0.0328,NA,NA,NA,NA,0.074,NA,NA,NA,NA,NA,NA,NA,137849,NA,NA,NA,"","N",5,"Y"
"US Alaska","AFSC-PERCHEBSAI-1960-2015-SISIMP2016","PERCHEBSAI","NMFS","AFSC","1960-2015",1960,2015,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2015/BSAIpop.pdf","Statistical catch at age model","Unknown","an AD-Model builder statistical Catch at Age Model","USA","Eastern Bering Sea and Aleutian Islands","USA-NMFS-EBSAI","Pacific ocean perch Eastern Bering Sea and Aleutian Islands","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes alutus","Sebastes alutus","Pacific ocean perch",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.062",NA,NA,NA,NA,1960,2015,1960,2014,1960,2014,2014,1,2009,2008,"AFSC-PERCHEBSAI-1960-2015-SISIMP2016_2009","AFSC-PERCHEBSAI-1960-2015-SISIMP2016_2008",656000,658000,"TBbest-MT","MT",656000,658000,656000,658000,NA,NA,254000,246000,NA,NA,0.0233231707317073,0.0264437689969605,"ERbest-ratio","ratio",0.0233231707317073,0.0264437689969605,NA,NA,0.0369,0.0447,NA,NA,NA,NA,0.109,NA,NA,NA,NA,NA,NA,NA,148053,"B35%",NA,NA,"","N",5,"Y"
"US Alaska","AFSC-POPERCHGA-1959-2010-STACHURA","POPERCHGA","NMFS","AFSC","1959-2010",1959,2010,"https://apps-afsc.fisheries.noaa.gov/REFM/docs/2010/GOApop.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Gulf of Alaska","USA-NMFS-GA","Pacific ocean perch Gulf of Alaska","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes alutus","Sebastes alutus","Pacific ocean perch",0,"Current","USA",67,"2010 assessment is just update of 2009 assessment (AFSC-POPERCHGA-2009.pdf); also accessed additional data not included in the SAFE through the summary estimates of the 2009 assessments (AFSC_2009_assessments_historical_estimates.xls)","0.061","NULL","",NA,NA,1961,2010,1961,2010,1961,2010,2010,2,2010,2009,"AFSC-POPERCHGA-1959-2010-STACHURA_2010","AFSC-POPERCHGA-1959-2010-STACHURA_2009",335000,318000,"TBbest-MT","MT",335000,318000,335000,318000,NA,NA,108000,110000,NA,NA,0.0434,0.0408,"ERbest-ratio","ratio",0.0434,0.0408,0.0434,0.0408,NA,0.0873,0.0849,"ERmsy-ratio",NA,NA,0.142,NA,NA,NA,NA,NA,238361.6198,"TBmsy-calc-MT",79664,NA,NA,NA,"","N",4,"Y"
"US Alaska","AFSC-POPERCHGA-1961-2015-SISIMP2016","POPERCHGA","NMFS","AFSC","1961-2015",1961,2015,"","Statistical catch at age model with changes in growth and age error matrix","Unknown","an AD-Model builder statistical Catch at Age Model","USA","Gulf of Alaska","USA-NMFS-GA","Pacific ocean perch Gulf of Alaska","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes alutus","Sebastes alutus","Pacific ocean perch",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.061",NA,NA,NA,NA,1961,2015,1961,2015,1961,2014,2014,1,2010,2009,"AFSC-POPERCHGA-1961-2015-SISIMP2016_2010","AFSC-POPERCHGA-1961-2015-SISIMP2016_2009",436000,423000,"TBbest-MT","MT",436000,423000,436000,423000,NA,NA,146000,140000,NA,NA,0.0355504587155963,0.0304964539007092,"ERbest-ratio","ratio",0.0355504587155963,0.0304964539007092,NA,NA,0.0677,0.0579,NA,NA,NA,NA,0.119,NA,NA,NA,NA,NA,NA,NA,99865,"B35%",NA,NA,"","N",4,"Y"
"US Alaska","AFSC-REXSOLEGA-1979-2011-HIVELY","REXSOLEGA","NMFS","AFSC","1979-2011",1979,2011,"https://apps-afsc.fisheries.noaa.gov/REFM/docs/2011/GOArex.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Gulf of Alaska","USA-NMFS-GA","Rex sole Gulf of Alaska","Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus","Glyptocephalus zachirus","Rex sole",0,"Current","USA",67,"NULL","0.17","NULL","",NA,NA,1982,2011,1982,2011,1982,2011,2011,2,2011,2010,"AFSC-REXSOLEGA-1979-2011-HIVELY_2011","AFSC-REXSOLEGA-1979-2011-HIVELY_2010",117000,119000,"TBbest-MT","MT",117000,119000,117000,119000,NA,NA,52600,51300,NA,NA,0.028974358974359,0.0317647058823529,"ERbest-ratio","ratio",0.028974358974359,0.0317647058823529,NA,NA,0.0982,0.111,NA,NA,NA,NA,0.17,NA,0.128,"Fabc-1/yr",NA,NA,NA,NA,NA,NA,NA,NA,"","N",3,"Y"
"US Alaska","AFSC-REXSOLEGA-1982-2014-SISIMP2016","REXSOLEGA","NMFS","AFSC","1982-2014",1982,2014,"https://apps-afsc.fisheries.noaa.gov/REFM/Docs/2014/GOArex.pdf","Stock Synthesis v3.0 model","SS3","Stock Synthesis v3.0 model","USA","Gulf of Alaska","USA-NMFS-GA","Rex sole Gulf of Alaska","Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus","Glyptocephalus zachirus","Rex sole",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.17",NA,NA,NA,NA,1982,2015,1982,2014,1982,2014,2014,1,2011,2010,"AFSC-REXSOLEGA-1982-2014-SISIMP2016_2011","AFSC-REXSOLEGA-1982-2014-SISIMP2016_2010",49600,49700,"TBbest-MT","MT",49600,49700,49600,49700,NA,NA,NA,NA,NA,NA,0.0580645161290323,0.0732394366197183,"ERbest-ratio","ratio",0.0580645161290323,0.0732394366197183,NA,NA,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,19434,NA,NA,NA,"","N",3,"Y"
"US Alaska","AFSC-RKCRABBB-1960-2008-JENSEN","RKCRABBB","NMFS","AFSC","1960-2008",1960,2008,"https://www.fisheries.noaa.gov/resource/data/2008-alaska-crab-stock-assessment-and-fishery-evaluation-report","Statistical catch at length model","LBA","Length-based analysis","USA","Bristol Bay","USA-NMFS-BB","Red king crab Bristol Bay","Malacostraca","Decapoda","Lithodidae","Paralithodes","Paralithodes camtschaticus","Paralithodes camtschaticus","Red king crab",0,"Current","USA",67,"","0.18",NA,NA,NA,NA,1985,2008,1985,2007,1960,2007,2007,2,2007,2006,"AFSC-RKCRABBB-1960-2008-JENSEN_2007","AFSC-RKCRABBB-1960-2008-JENSEN_2006",104000,98800,"TBbest-MT","MT",104000,98800,104000,98800,NA,NA,37700,36800,NA,NA,0.348,0.285,"ERbest-ratio","ratio",0.348,0.285,0.348,0.285,NA,NA,0.33,"ERmsy-pr-ratio",NA,NA,0.33,NA,NA,NA,NA,NA,71653.9457272727,"TBmsy-calc-MT",34070,"",NA,NA,"","Y",7,"Y"
"US Alaska","AFSC-RKCRABBB-1975-2015-SISIMP2016","RKCRABBB","NMFS","AFSC","1975-2015",1975,2015,"https://www.fisheries.noaa.gov/resource/data/2015-alaska-crab-stock-assessment-and-fishery-evaluation-report","Statistical catch at length model","Unknown","Length-based analysis","USA","Bristol Bay","USA-NMFS-BB","Red king crab Bristol Bay","Malacostraca","Decapoda","Lithodidae","Paralithodes","Paralithodes camtschaticus","Paralithodes camtschaticus","Red king crab",999,"Current","USA",67,"Imported from SIS data dump received 2016","0.18",NA,NA,NA,NA,1975,2015,1975,2014,1975,2014,2014,1,2007,2006,"AFSC-RKCRABBB-1975-2015-SISIMP2016_2007","AFSC-RKCRABBB-1975-2015-SISIMP2016_2006",123000,121000,"TBbest-MT","MT",123000,121000,123000,121000,NA,NA,27100,30100,NA,NA,0.0861788617886179,0.0649586776859504,"ERbest-ratio","ratio",0.0861788617886179,0.0649586776859504,NA,NA,0.391,0.282,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,26100,"TBmsy-MT",26100,NA,NA,NA,"","Y",7,"Y"
"US Alaska","AFSC-SABLEFEBSAIGA-1958-2010-STACHURA","SABLEFEBSAIGA","NMFS","AFSC","1958-2010",1958,2010,"https://apps-afsc.fisheries.noaa.gov/REFM/docs/2010/GOAsablefish.pdf","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","USA-NMFS-EBSAIGA","Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska","Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria","Anoplopoma fimbria","Sablefish",0,"Current","USA",67,"","0.1","NULL","assumed value",NA,NA,1960,2010,1960,2010,1960,2010,2010,2,2010,2009,"AFSC-SABLEFEBSAIGA-1958-2010-STACHURA_2010","AFSC-SABLEFEBSAIGA-1958-2010-STACHURA_2009",220000,235000,"TBbest-MT","MT",220000,235000,220000,235000,NA,NA,106000,108000,NA,NA,0.0513636363636364,0.0561702127659574,"ERbest-ratio","ratio",0.0513636363636364,0.0561702127659574,NA,NA,0.062,0.064,0.196688982,"ERmsy-ratio",NA,NA,0.106,NA,NA,NA,0.115,"F35, overfishing level",96345.0001485086,"TBmsy-calc-MT",96345,NA,NA,NA,"","N",4,"Y"
