assessid,stockid,country,region,assesssource,method,methodlong,M,M_notes,ty,B_ty,B_type,B_unit,F_ty,F_type,F_unit,ERmsybest,ERmsybest_notes,Fmsy,Fmsy_notes,TBmsybest,TBmsybest_notes,SSBmsy,SSBmsy_notes,FECmsy,FECmsy_notes,OFL_pdf,OFL_pdf_notes,F_ABC,F_ABC_notes,ABC_pdf,ABC_pdf_notes,if_B_match,comments
WGCSE-SOLEIS-1968-2014-ICESIMP2016,SOLEIS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sol-iris.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,NA,2011,1260,TBbest-MT,MT,0.261904762,ERbest-ratio,ratio,NA,NA,0.16,,NA,NA,3100,Bpa,,,,,,,,,,
WGCSE-SOLEIS-1968-2015-ICESIMP2016,SOLEIS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sol-iris.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,NA,2011,1300,TBbest-MT,MT,0.253846154,ERbest-ratio,ratio,NA,NA,0.16,,NA,NA,3100,Bpa,,,,,,,,,,
WGCSE-SOLEIS-1968-2016-ICESIMP2016,SOLEIS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sol-iris.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,NA,2011,1260,TBbest-MT,MT,0.261904762,ERbest-ratio,ratio,NA,NA,0.2,,NA,NA,3500,Bpa,,,,,,,,,,
WGCSE-SOLEIS-1968-2017-ICESIMP2018,SOLEIS,multinational,Europe (EU),,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,NA,2011,1270,TBbest-MT,MT,0.270866142,ERbest-ratio,ratio,NA,NA,0.2,,NA,NA,3500,Bpa,,,,,,,,,,
WGCSE-SOLEIS-1968-2018-ICESIMP2018,SOLEIS,multinational,Europe (EU),,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,NA,2011,1270,TBbest-MT,MT,0.270866142,ERbest-ratio,ratio,NA,NA,0.2,,NA,NA,3500,Bpa,,,,,,,,,,
WGNSDS-SOLEIS-1968-2011-NEUBAUER,SOLEIS,multinational,Europe (EU),http://www.ices.dk/reports/ACOM/2011/WGCSE/06.8_Sole%20VIIa.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,,2011,1470,TBbest-MT,MT,1.37,ERbest-ratio,ratio,NA,NA,0.16,Using PLOTMSY program,NA,NA,3100,Bpa,,,,,,,,,,
WGNSSK-SOLENS-1956-2013-ICESIMP2016,SOLENS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sol-nsea.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.1,NA,2010,52500,TBbest-MT,MT,0.375,F-1/yr,1/yr,NA,NA,0.22,NA,NA,NA,35000,Bpa,,,,,,,,,,
WGNSSK-SOLENS-1956-2015-ICESIMP2016,SOLENS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sol-nsea.pdf,Statistical catch-at-age model with flexible selectivity functions ,Statistical catch-at-age model with flexible selectivity functions ,0.1,NA,2010,53200,TBbest-MT,MT,0.441,F-1/yr,1/yr,NA,NA,0.2,NA,NA,NA,37000,Bpa,,,,,,,,,,
WGNSSK-SOLENS-1956-2017-ICESIMP2018,SOLENS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/sol.27.4.pdf,Statistical catch-at-age model with flexible selectivity functions ,Statistical catch-at-age model with flexible selectivity functions ,0.1,NA,2010,56100,TBbest-MT,MT,0.457,F-1/yr,1/yr,NA,NA,0.2,,NA,NA,37000,Bpa,,,,,,,,,,
WGNSSK-SOLENS-1956-2018-ICESIMP2018,SOLENS,multinational,Europe (EU),,Statistical catch-at-age model with flexible selectivity functions ,Statistical catch-at-age model with flexible selectivity functions ,0.1,NA,2010,55300,TBbest-MT,MT,0.437,F-1/yr,1/yr,NA,NA,0.2,,NA,NA,37000,Bpa,,,,,,,,,,
WGNSSK-SOLEVIId-1981-2011-NEUBAUER,SOLEVIId,multinational,Europe (EU),http://www.ices.dk/reports/ACOM/2011/WGNSSK/Sec%2009%20Sole%20in%20Subarea%20VIId.pdf,VPA,Extended Survivor Analysis,0.1,,2010,21300,TBbest-MT,MT,0.456,F-1/yr,1/yr,NA,NA,0.29,PLOTMSY program,NA,NA,8000,Bpa,,,,,,,,,,
WGNSSK-SOLEVIId-1981-2013-ICESIMP2016,SOLEVIId,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sol-eche.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,19400,TBbest-MT,MT,0.491,F-1/yr,1/yr,NA,NA,0.29,,NA,NA,8000,Bpa,,,,,,,,,,
WGNSSK-SOLEVIId-1981-2014-ICESIMP2016,SOLEVIId,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sol-eche.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,19600,TBbest-MT,MT,0.489,F-1/yr,1/yr,NA,NA,0.29,,NA,NA,8000,Bpa,,,,,,,,,,
WGNSSK-SOLEVIId-1981-2017-ICESIMP2018,SOLEVIId,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/sol.27.7d.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,22800,TBbest-MT,MT,0.31,F-1/yr,1/yr,NA,NA,0.256,,NA,NA,19251,Bpa,,,,,,,,,,
WGNSSK-SOLEVIId-1981-2018-ICESIMP2018,SOLEVIId,multinational,Europe (EU),,VPA,Extended Survivor Analysis,0.1,NA,2010,22900,TBbest-MT,MT,0.31,F-1/yr,1/yr,NA,NA,0.256,,NA,NA,19251,Bpa,,,,,,,,,,
WGCSE-SOLEVIIe-1967-2015-ICESIMP2016,SOLEVIIe,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sol-echw.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,4980,TBbest-MT,MT,0.185,F-1/yr,1/yr,NA,NA,0.27,,NA,NA,2800,Bpa,,,,,,,,,,
WGCSE-SOLEVIIe-1967-2016-ICESIMP2016,SOLEVIIe,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sol-echw.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,4820,TBbest-MT,MT,0.192,F-1/yr,1/yr,NA,NA,0.29,,NA,NA,2900,Bpa,,,,,,,,,,
WGCSE-SOLEVIIe-1967-2018-ICESIMP2018,SOLEVIIe,multinational,Europe (EU),,VPA,Extended Survivor Analysis,0.1,NA,2010,4370,TBbest-MT,MT,0.212,F-1/yr,1/yr,NA,NA,0.291,,NA,NA,2900,Bpa,,,,,,,,,,
WGCSE-SOLEVIIe-1968-2013-ICESIMP2016,SOLEVIIe,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sol-echw.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,4330,TBbest-MT,MT,0.208,F-1/yr,1/yr,NA,NA,0.27,,NA,NA,2800,Bpa,,,,,,,,,,
WGCSE-SOLEVIIe-1968-2014-ICESIMP2016,SOLEVIIe,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sol-echw.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,4350,TBbest-MT,MT,0.214,F-1/yr,1/yr,NA,NA,0.27,,NA,NA,2800,Bpa,,,,,,,,,,
WGSSDS-SOLEVIIe-1968-2010-NEUBAUER,SOLEVIIe,multinational,Europe (EU),http://www.ices.dk/reports/ACOM/2011/WGCSE/08.3_Sole%20VIIe_tabs_figs.pdf,VPA,Extended Survivor Analysis,0.1,,2010,3320,TBbest-MT,MT,0.247,F-1/yr,1/yr,NA,NA,0.27,Provisionally based on STECF management plan impact assessment SG-MOS-1006 (Part C),NA,NA,2800,Bpa,,,,,,,,,,
WGBIE-SOLEVIIIab-1982-2016-ICESIMP2016,SOLEVIIIab,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/sol-bisc.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,17500,TBbest-MT,MT,0.226857143,ERbest-ratio,ratio,NA,NA,0.33,,NA,NA,10600,Bpa,,,,,,,,,,
WGBIE-SOLEVIIIab-1982-2017-ICESIMP2018,SOLEVIIIab,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/sol.27.8ab.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,17200,TBbest-MT,MT,0.230813953,ERbest-ratio,ratio,NA,NA,0.33,,NA,NA,10600,Bpa,,,,,,,,,,
WGBIE-SOLEVIIIab-1982-2018-ICESIMP2018,SOLEVIIIab,multinational,Europe (EU),,VPA,Extended Survivor Analysis,0.1,NA,2010,17100,TBbest-MT,MT,0.232163743,ERbest-ratio,ratio,NA,NA,0.33,,NA,NA,10600,Bpa,,,,,,,,,,
WGBIE-SOLEVIIIab-1984-2014-ICESIMP2016,SOLEVIIIab,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/sol-bisc.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,17900,TBbest-MT,MT,0.221787709,ERbest-ratio,ratio,NA,NA,0.26,,NA,NA,13000,Bpa,,,,,,,,,,
WGBIE-SOLEVIIIab-1984-2015-ICESIMP2016,SOLEVIIIab,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/sol-bisc.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,17500,TBbest-MT,MT,0.226857143,ERbest-ratio,ratio,NA,NA,0.26,,NA,NA,13000,Bpa,,,,,,,,,,
WGHMM-SOLEVIIIab-1982-2011-NEUBAUER,SOLEVIIIab,multinational,Europe (EU),http://www.ices.dk/reports/ACOM/2011/WGHMM/Sec%2006%20-%20Bay%20of%20Biscay%20Sole.pdf,VPA,Extended Survivor Analysis,0.1,,2010,13300,TBbest-MT,MT,0.299,ERbest-ratio,ratio,NA,NA,0.26,,NA,NA,13000,Bpa,,,,,,,,,,
WGHMM-SOLEVIIIab-1982-2013-ICESIMP2016,SOLEVIIIab,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sol-bisc.pdf,VPA,Extended Survivor Analysis,0.1,NA,2010,17800,TBbest-MT,MT,0.223033708,ERbest-ratio,ratio,NA,NA,0.26,,NA,NA,13000,Bpa,,,,,,,,,,
WGBFAS-SPRAT22-32-1973-2011-NEUBAUER,SPRAT22-32,multinational,Europe (EU),http://www.ices.dk/reports/ACOM/2008/WGBFAS/07-Sprat%20in%20Subdivisions%2022-32.pdf,VPA,Extended Survivor Analysis,NA,natural mortalities from multispecies model ,2010,1500000,TBbest-MT,MT,0.228,ERbest-ratio,ratio,NA,NA,0.29,,NA,NA,570000,Bpa,,,,,,,,,,
WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016,SPRAT22-32,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/spr-2232_201304142254.pdf,VPA,Extended Survivor Analysis,NA,natural mortalities from multispecies model ,2010,1910000,TBbest-MT,MT,0.179057592,ERbest-ratio,ratio,NA,NA,0.29,,NA,NA,570000,Bpa,,,,,,,,,,
WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016,SPRAT22-32,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/spr-2232.pdf,VPA,Extended Survivor Analysis,NA,natural mortalities from multispecies model ,2010,1950000,TBbest-MT,MT,0.175384615,ERbest-ratio,ratio,NA,NA,0.29,,NA,NA,570000,Bpa,,,,,,,,,,
WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016,SPRAT22-32,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/spr-2232.pdf,VPA,Extended Survivor Analysis,NA,natural mortalities from multispecies model ,2010,1870000,TBbest-MT,MT,0.182887701,ERbest-ratio,ratio,NA,NA,0.26,,NA,NA,570000,Bpa,,,,,,,,,,
WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016,SPRAT22-32,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/spr-2232.pdf,VPA,Extended Survivor Analysis,NA,natural mortalities from multispecies model ,2010,1730000,TBbest-MT,MT,0.197687861,ERbest-ratio,ratio,NA,NA,0.26,,NA,NA,570000,Bpa,,,,,,,,,,
WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018,SPRAT22-32,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/spr.27.22â€“32.pdf,VPA,Extended Survivor Analysis,NA,natural mortalities from multispecies model ,2010,1740000,TBbest-MT,MT,0.196551724,ERbest-ratio,ratio,NA,NA,0.26,,NA,NA,570000,Bpa,,,,,,,,,,
WGBFAS-SPRAT22-32-1973-2018-ICESIMP2018,SPRAT22-32,multinational,Europe (EU),,VPA,Extended Survivor Analysis,NA,natural mortalities from multispecies model ,2010,1710000,TBbest-MT,MT,0.2,ERbest-ratio,ratio,NA,NA,0.26,,NA,NA,570000,Bpa,,,,,,,,,,
HAWG-SPRATNS-1974-2013-ICESIMP2016,SPRATNS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/spr-nsea_201305211647.pdf,Age-based analytical assessment (Stochastic Multispecies Model),Age-based analytical assessment (Stochastic Multispecies Model),NA,Natural mortalities from multispecies model ,2007,1460000,TBbest-MT,MT,1.27,F-1/yr,1/yr,NA,NA,1.3,NA,NA,NA,142000,SSBtrigmsy-MT,,,,,,,,,,
HAWG-SPRATNS-1974-2014-ICESIMP2016,SPRATNS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/spr-nsea.pdf,Age-based analytical assessment (Stochastic Multispecies Model),Age-based analytical assessment (Stochastic Multispecies Model),NA,Natural mortalities from multispecies model ,2007,1490000,TBbest-MT,MT,1.24,F-1/yr,1/yr,NA,NA,1.2,NA,NA,NA,142000,SSBtrigmsy-MT,,,,,,,,,,
HAWG-SPRATNS-1974-2015-ICESIMP2016,SPRATNS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/spr-nsea.pdf,Age-based analytical assessment (Stochastic Multispecies Model),Age-based analytical assessment (Stochastic Multispecies Model),NA,Natural mortalities from multispecies model ,2007,947000,TBbest-MT,MT,1.41,F-1/yr,1/yr,NA,NA,0.7,NA,NA,NA,142000,SSBtrigmsy-MT,,,,,,,,,,
HAWG-SPRATNS-1974-2016-ICESIMP2016,SPRATNS,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/spr-nsea.pdf,Age-based analytical assessment (Stochastic Multispecies Model),Age-based analytical assessment (Stochastic Multispecies Model),NA,Natural mortalities from multispecies model ,2007,955000,TBbest-MT,MT,1.54,F-1/yr,1/yr,NA,NA,0.7,NA,NA,NA,142000,SSBtrigmsy-MT,,,,,,,,,,
WGEF-SPURDNEATL-1905-2014-ICESIMP2016,SPURDNEATL,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/dgs-nea.pdf,Age-length and sex-structured model,Age-length and sex-structured model ,NA,NA,2009,225000,TBbest-MT,MT,0.0155,ERbest-ratio,ratio,0.029,ERmsy-ratio,NA,NA,963700,NA,NA,NA,,,,,,,,,,
WGEF-SPURDNEATL-1905-2016-ICESIMP2018,SPURDNEATL,multinational,Europe (EU),,Age-length and sex-structured model,Age-length and sex-structured model ,NA,NA,2009,256000,TBbest-MT,MT,0.0103125,ERbest-ratio,ratio,0.029,NA,NA,NA,963700,NA,NA,NA,,,,,,,,,,
ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,multinational,Europe (EU),,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,NA,NA,2009,5330,TBbest-MT,MT,0.48,ERbest-ratio,ratio,0.3858,NA,0.612,,16721.5,,2712.86,,,,,,,,,,,
ISC-STMARLINWCNPAC-1974-2013-SISIMP2016,STMARLINWCNPAC,multinational,Pacific Ocean,,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,NA,NA,2009,6410,TBbest-MT,MT,0.385335413,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,2819,stock assessment result,,,,,,,,,,
WGBIE-WANGLVIIIc-IXa-1980-2014-ICESIMP2016,WANGLVIIIc-IXa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/anp-8c9a.pdf,Length-based model (SS3) ,Length-based model (SS3) ,NA,NA,2012,8250,TBbest-MT,MT,0.152727273,ERbest-ratio,ratio,NA,NA,0.19,,NA,NA,NA,NA,,,,,,,,,,
WGBIE-WANGLVIIIc-IXa-1980-2015-ICESIMP2016,WANGLVIIIc-IXa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/anp-8c9a.pdf,Length-based model (SS3) ,Length-based model (SS3) ,NA,NA,2012,8650,TBbest-MT,MT,0.159537572,ERbest-ratio,ratio,NA,NA,0.19,,NA,NA,NA,NA,,,,,,,,,,
WGBIE-WANGLVIIIc-IXa-1980-2016-ICESIMP2016,WANGLVIIIc-IXa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/anp-8c9a.pdf,Length-based model (SS3) ,Length-based model (SS3) ,NA,NA,2012,8680,TBbest-MT,MT,0.158986175,ERbest-ratio,ratio,NA,NA,0.31,,NA,NA,5400,MSY Btrigger ,,,,,,,,,,
WGBIE-WANGLVIIIc-IXa-1980-2017-ICESIMP2018,WANGLVIIIc-IXa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/mon.27.8c9a.pdf,Length-based model (SS3) ,Length-based model (SS3) ,NA,NA,2012,8710,TBbest-MT,MT,0.158438576,ERbest-ratio,ratio,NA,NA,0.31,,NA,NA,5400,MSY Btrigger ,,,,,,,,,,
WGBIE-WANGLVIIIc-IXa-1980-2018-ICESIMP2018,WANGLVIIIc-IXa,multinational,Europe (EU),,Length-based model (SS3) ,Length-based model (SS3) ,NA,NA,2012,10500,TBbest-MT,MT,0.133333333,ERbest-ratio,ratio,NA,NA,0.24,,NA,NA,NA,NA,,,,,,,,,,
WGHMM-WANGLVIIIc-IXa-1980-2013-ICESIMP2016,WANGLVIIIc-IXa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/anp-8c9a.pdf,Length-based model (SS3) ,Length-based model (SS3) ,NA,NA,2012,8660,TBbest-MT,MT,0.145496536,ERbest-ratio,ratio,NA,NA,0.19,,NA,NA,NA,NA,,,,,,,,,,
WGNSSK-WHITNS-VIId-1978-2018-ICESIMP2018,WHITNS-VIId,multinational,Europe (EU),,VPA,Extended Survivor Analysis,NA,NA,2011,355000,TBbest-MT,MT,0.086478873,ERbest-ratio,ratio,NA,NA,0.172,,NA,NA,NA,NA,,,,,,,,,,
WGNSSK-WHITNS-VIId-1989-2012-CHING,WHITNS-VIId,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-47d.pdf,VPA,Extended Survivor Analysis,NA,NA,2011,622000,TBbest-MT,MT,0.0514,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGNSSK-WHITNS-VIId-1989-2013-ICESIMP2016,WHITNS-VIId,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/whg-47d.pdf,VPA,Extended Survivor Analysis,NA,NA,2011,715000,TBbest-MT,MT,0.045594406,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGNSSK-WHITNS-VIId-1989-2014-ICESIMP2016,WHITNS-VIId,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/whg-47d.pdf,VPA,Extended Survivor Analysis,NA,NA,2011,729000,TBbest-MT,MT,0.044718793,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGNSSK-WHITNS-VIId-1989-2015-ICESIMP2016,WHITNS-VIId,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/whg-47d.pdf,VPA,Extended Survivor Analysis,NA,NA,2011,719000,TBbest-MT,MT,0.045340751,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGNSSK-WHITNS-VIId-1989-2016-ICESIMP2016,WHITNS-VIId,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/whg-47d.pdf,VPA,Extended Survivor Analysis,NA,NA,2011,596000,TBbest-MT,MT,0.054697987,ERbest-ratio,ratio,NA,NA,0.15,,NA,NA,242000,Bpa,,,,,,,,,,
WGNSSK-WHITNS-VIId-1989-2017-ICESIMP2018,WHITNS-VIId,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/whg.27.47d.pdf,VPA,Extended Survivor Analysis,NA,NA,2011,593000,TBbest-MT,MT,0.053962901,ERbest-ratio,ratio,NA,NA,0.15,,NA,NA,241837,Bpa,,,,,,,,,,
WGCSE-WHITVIa-1980-2013-ICESIMP2016,WHITVIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/whg-scow.pdf,Age-based analytic assessment (TSA),Age-based analytic assessment (TSA),NA,natural mortalities estimated from mean weight-at-age ,2011,9360,TBbest-MT,MT,0.076,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGCSE-WHITVIa-1980-2014-ICESIMP2016,WHITVIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/whg-scow.pdf,Age-based analytic assessment (TSA),Age-based analytic assessment (TSA),NA,natural mortalities estimated from mean weight-at-age ,2011,10000,TBbest-MT,MT,0.0813,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGCSE-WHITVIa-1980-2015-ICESIMP2016,WHITVIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/whg-scow.pdf,Age-based analytic assessment (TSA),Age-based analytic assessment (TSA),NA,natural mortalities estimated from mean weight-at-age ,2011,11700,TBbest-MT,MT,0.073,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGCSE-WHITVIa-1980-2016-ICESIMP2016,WHITVIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/whg-scow.pdf,Age-based analytic assessment (TSA),Age-based analytic assessment (TSA),NA,natural mortalities estimated from mean weight-at-age ,2011,6840,TBbest-MT,MT,0.132,F-1/yr,1/yr,NA,NA,0.18,,NA,NA,44600,Bpa,,,,,,,,,,
WGNSDS-WHITVIa-1980-2012-CHING,WHITVIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-scow.pdf,Age-based analytic assessment (TSA),Age-based analytic assessment (TSA),NA,natural mortalities estimated from mean weight-at-age ,2011,9980,TBbest-MT,MT,0.0698,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
WGCSE-WHITVIIek-1981-2013-ICESIMP2016,WHITVIIek,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/whg-7e-k.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,NA,2011,61600,TBbest-MT,MT,0.329,F-1/yr,1/yr,NA,NA,0.36,,NA,NA,21000,Bpa,,,,,,,,,,
WGCSE-WHITVIIek-1999-2014-ICESIMP2016,WHITVIIek,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/whg-7e-k.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,"Lorenzen-based M (Lorenzen, 1996) derived from the mean weight-at-age ",2011,92100,TBbest-MT,MT,0.289,F-1/yr,1/yr,NA,NA,0.32,,NA,NA,40000,Bpa,,,,,,,,,,
WGCSE-WHITVIIek-1999-2015-ICESIMP2016,WHITVIIek,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/whg-7e-k.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,"Lorenzen-based M (Lorenzen, 1996) derived from the mean weight-at-age ",2011,98300,TBbest-MT,MT,0.272,F-1/yr,1/yr,NA,NA,0.32,,NA,NA,40000,Bpa,,,,,,,,,,
WGCSE-WHITVIIek-1999-2016-ICESIMP2016,WHITVIIek,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/whg-7e-k.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,"Lorenzen-based M (Lorenzen, 1996) derived from the mean weight-at-age ",2011,103000,TBbest-MT,MT,0.262,F-1/yr,1/yr,NA,NA,0.52,,NA,NA,35000,Bpa,,,,,,,,,,
WGSSDS-WHITVIIek-1981-2012-CHING,WHITVIIek,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-7e-k.pdf,Age-based analytical assessment (XSA),Age-based analytical assessment (XSA),0.2,"Lorenzen-based M (Lorenzen, 1996) derived from the mean weight-at-age ",2011,73200,TBbest-MT,MT,0.242,F-1/yr,1/yr,NA,NA,0.36,NA,NA,NA,21000,Bpa,,,,,,,,,,
ICCAT-YFINATL-1950-2011-CHING,YFINATL,multinational,Atlantic Ocean,www.iccat.int/Documents/Meetings/Docs/2008_TROP_REP_EN.pdf,Biomass dynamics model (Surplus production model),Surplus production model,NA,NA,2010,393000,TBbest-MT,MT,0.276,ERbest-ratio,ratio,0.2571,ERmsy-calc-ratio,NA,NA,562449.6799,TBmsy-extr-MT,NA,NA,,,,,,,,,,
ICCAT-YFINATL-1950-2016-PONS,YFINATL,multinational,Atlantic Ocean,http://iccat.es/Documents/Meetings/Docs/2016_YFT_ASSESSMENT_ENG.pdf,Biomass dynamics model (Surplus production model),Surplus production model,NA,NA,2010,637000,TBbest-MT,MT,0.1711146,ERbest-ratio,ratio,NA,NA,0.1702,Fmsy-extr-1/yr,740132.0457,TBmsy-extr-MT,NA,NA,,,,,,,,,,
FAFRFJ-CMACKPJPN-1970-2009-ONO,CMACKPJPN,Japan,Japan,http://abchan.job.affrc.go.jp/digests22/details/2205.pdf,VPA,Virtual Population Analysis,0.4,,2009,683000,TBbest-MT,MT,0.186,ERbest-ratio,ratio,NA,NA,NA,NA,,,NA,NA,,,,,,,,,,
FAFRFJ-CMACKPJPN-1970-2013-JPNIMP2016,CMACKPJPN,Japan,Japan,http://abchan.job.affrc.go.jp/digests25/details/2505.pdf,VPA,Virtual Population Analysis,0.4,,2009,747000,TBbest-MT,MT,0.170013387,ERbest-ratio,ratio,0.171,ERmsy-ratio,NA,NA,2077724.275,TBmsy-calc-MT,812856,,,,,,,,,,,
FAFRFJ-JMACKPJPN-1982-2009-ONO,JMACKPJPN,Japan,Japan,http://abchan.job.affrc.go.jp/digests22/details/2203.pdf,VPA,Virtual Population Analysis,0.5,,2009,68000,TBbest-MT,MT,0.382,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
